date,team,team_score,home_away,opposing,opp_score,win_lost,attendance
2013-09-24,HOU,2,AWAY,TEX,3,L,42267
2013-09-25,HOU,3,AWAY,TEX,7,L,43207
2013-09-27,HOU,2,HOME,NYY,3,L,29486
2013-09-28,HOU,1,HOME,NYY,2,L,37199
2013-09-29,HOU,1,HOME,NYY,5,L,40542
2014-04-01,HOU,6,HOME,NYY,2,W,42117
2014-04-02,HOU,3,HOME,NYY,1,W,23145
2014-04-03,HOU,2,HOME,NYY,4,L,26348
2014-04-04,HOU,1,HOME,LAA,11,L,15611
2014-04-05,HOU,1,HOME,LAA,5,L,28515
2014-04-06,HOU,7,HOME,LAA,4,W,14786
2014-04-07,HOU,1,HOME,LAA,9,L,17936
2014-04-08,HOU,2,AWAY,TOR,5,L,13123
2014-04-09,HOU,3,AWAY,TOR,7,L,13569
2014-04-10,HOU,6,AWAY,TOR,4,W,15778
2014-04-11,HOU,0,AWAY,TEX,1,L,36150
2014-04-12,HOU,6,AWAY,TEX,5,W,42577
2014-04-13,HOU,0,AWAY,TEX,1,L,38698
2014-04-15,HOU,2,HOME,KCR,4,L,29778
2014-04-16,HOU,4,HOME,KCR,6,L,23043
2014-04-17,HOU,1,HOME,KCR,5,L,26333
2014-04-18,HOU,3,AWAY,OAK,11,L,18234
2014-04-19,HOU,3,AWAY,OAK,4,L,33166
2014-04-20,HOU,1,AWAY,OAK,4,L,16382
2014-04-21,HOU,7,AWAY,SEA,2,W,14630
2014-04-22,HOU,5,AWAY,SEA,2,W,10466
2014-04-23,HOU,3,AWAY,SEA,5,L,13739
2014-04-24,HOU,1,HOME,OAK,10,L,19987
2014-04-25,HOU,5,HOME,OAK,12,L,17708
2014-04-26,HOU,7,HOME,OAK,6,W,17850
2014-04-27,HOU,5,HOME,OAK,1,W,18935
2014-04-29,HOU,3,HOME,WSN,4,L,23394
2014-04-30,HOU,0,HOME,WSN,7,L,25172
2014-05-02,HOU,5,HOME,SEA,4,W,15771
2014-05-03,HOU,8,HOME,SEA,9,L,15798
2014-05-04,HOU,7,HOME,SEA,8,L,24996
2014-05-05,HOU,0,AWAY,DET,2,L,26475
2014-05-06,HOU,4,AWAY,DET,11,L,27939
2014-05-07,HOU,2,AWAY,DET,3,L,26207
2014-05-08,HOU,6,AWAY,DET,2,W,35643
2014-05-09,HOU,3,AWAY,BAL,4,L,28875
2014-05-10,HOU,4,AWAY,BAL,5,L,26264
2014-05-11,HOU,5,AWAY,BAL,2,W,45944
2014-05-12,HOU,0,HOME,TEX,4,L,14617
2014-05-13,HOU,8,HOME,TEX,0,W,14028
2014-05-14,HOU,5,HOME,TEX,4,W,17783
2014-05-16,HOU,2,HOME,CHW,7,L,17529
2014-05-17,HOU,6,HOME,CHW,5,W,20612
2014-05-18,HOU,8,HOME,CHW,2,W,21532
2014-05-19,HOU,5,AWAY,LAA,2,W,33150
2014-05-20,HOU,3,AWAY,LAA,9,L,30150
2014-05-21,HOU,1,AWAY,LAA,2,L,40112
2014-05-22,HOU,1,AWAY,SEA,3,L,13836
2014-05-23,HOU,1,AWAY,SEA,6,L,21192
2014-05-24,HOU,9,AWAY,SEA,4,W,21585
2014-05-25,HOU,4,AWAY,SEA,1,W,26839
2014-05-26,HOU,9,AWAY,KCR,2,W,32070
2014-05-27,HOU,3,AWAY,KCR,0,W,17826
2014-05-28,HOU,9,AWAY,KCR,3,W,16220
2014-05-29,HOU,3,HOME,BAL,1,W,22884
2014-05-30,HOU,2,HOME,BAL,1,W,38482
2014-05-31,HOU,1,HOME,BAL,4,L,29619
2014-06-01,HOU,4,HOME,BAL,9,L,17022
2014-06-03,HOU,7,HOME,LAA,2,W,23219
2014-06-04,HOU,0,HOME,LAA,4,L,23902
2014-06-05,HOU,8,HOME,LAA,5,W,24672
2014-06-06,HOU,5,AWAY,MIN,4,W,29448
2014-06-07,HOU,0,AWAY,MIN,8,L,27732
2014-06-08,HOU,14,AWAY,MIN,5,W,31576
2014-06-09,HOU,4,AWAY,ARI,3,W,18805
2014-06-10,HOU,1,AWAY,ARI,4,L,17667
2014-06-11,HOU,5,HOME,ARI,1,W,24319
2014-06-12,HOU,5,HOME,ARI,4,W,33457
2014-06-13,HOU,1,HOME,TBR,6,L,26829
2014-06-14,HOU,7,HOME,TBR,3,W,26264
2014-06-15,HOU,3,HOME,TBR,4,L,25526
2014-06-17,HOU,5,AWAY,WSN,6,L,29960
2014-06-18,HOU,5,AWAY,WSN,6,L,25453
2014-06-19,HOU,0,AWAY,TBR,5,L,10880
2014-06-20,HOU,3,AWAY,TBR,1,W,13961
2014-06-21,HOU,0,AWAY,TBR,8,L,17551
2014-06-22,HOU,2,AWAY,TBR,5,L,13841
2014-06-24,HOU,2,HOME,ATL,3,L,18912
2014-06-25,HOU,0,HOME,ATL,4,L,20559
2014-06-26,HOU,6,HOME,ATL,1,W,24474
2014-06-27,HOU,4,HOME,DET,3,W,22386
2014-06-28,HOU,3,HOME,DET,4,L,25788
2014-06-29,HOU,6,HOME,DET,4,W,22478
2014-06-30,HOU,4,HOME,SEA,10,L,17340
2014-07-01,HOU,2,HOME,SEA,13,L,17504
2014-07-02,HOU,2,HOME,SEA,5,L,17209
2014-07-03,HOU,2,AWAY,LAA,5,L,37625
2014-07-04,HOU,6,AWAY,LAA,7,L,43557
2014-07-05,HOU,5,AWAY,LAA,11,L,40479
2014-07-06,HOU,1,AWAY,LAA,6,L,33552
2014-07-07,HOU,12,AWAY,TEX,7,W,31010
2014-07-08,HOU,8,AWAY,TEX,3,W,32608
2014-07-09,HOU,8,AWAY,TEX,4,W,31161
2014-07-11,HOU,3,HOME,BOS,8,L,27264
2014-07-12,HOU,3,HOME,BOS,2,W,26322
2014-07-13,HOU,0,HOME,BOS,11,L,20681
2014-07-18,HOU,2,AWAY,CHW,3,L,28777
2014-07-19,HOU,3,AWAY,CHW,4,L,28210
2014-07-20,HOU,11,AWAY,CHW,7,W,26256
2014-07-22,HOU,3,AWAY,OAK,2,W,22908
2014-07-23,HOU,7,AWAY,OAK,9,L,28310
2014-07-24,HOU,1,AWAY,OAK,13,L,22759
2014-07-25,HOU,0,HOME,MIA,2,L,23132
2014-07-26,HOU,3,HOME,MIA,7,L,28968
2014-07-27,HOU,2,HOME,MIA,4,L,17858
2014-07-28,HOU,7,HOME,OAK,3,W,18259
2014-07-29,HOU,4,HOME,OAK,7,L,16940
2014-07-30,HOU,8,HOME,OAK,1,W,17637
2014-07-31,HOU,5,HOME,TOR,6,L,17423
2014-08-01,HOU,3,HOME,TOR,1,W,19576
2014-08-02,HOU,8,HOME,TOR,2,W,19946
2014-08-03,HOU,6,HOME,TOR,1,W,19932
2014-08-05,HOU,1,AWAY,PHI,2,L,28336
2014-08-06,HOU,3,AWAY,PHI,10,L,26691
2014-08-07,HOU,5,AWAY,PHI,6,L,26609
2014-08-08,HOU,4,HOME,TEX,3,W,24256
2014-08-09,HOU,8,HOME,TEX,3,W,24019
2014-08-10,HOU,2,HOME,TEX,6,L,19239
2014-08-11,HOU,2,HOME,MIN,4,L,15569
2014-08-12,HOU,10,HOME,MIN,4,W,17490
2014-08-13,HOU,1,HOME,MIN,3,L,16480
2014-08-14,HOU,4,AWAY,BOS,9,L,38065
2014-08-15,HOU,5,AWAY,BOS,3,W,37016
2014-08-16,HOU,7,AWAY,BOS,10,L,37652
2014-08-17,HOU,8,AWAY,BOS,1,W,36717
2014-08-19,HOU,7,AWAY,NYY,4,W,40015
2014-08-20,HOU,5,AWAY,NYY,2,W,42102
2014-08-21,HOU,0,AWAY,NYY,3,L,41767
2014-08-22,HOU,5,AWAY,CLE,1,W,18743
2014-08-23,HOU,2,AWAY,CLE,3,L,20785
2014-08-24,HOU,1,AWAY,CLE,3,L,17123
2014-08-25,HOU,2,HOME,OAK,8,L,14094
2014-08-26,HOU,4,HOME,OAK,2,W,17345
2014-08-27,HOU,4,HOME,OAK,5,L,14791
2014-08-28,HOU,4,HOME,TEX,2,W,16399
2014-08-29,HOU,6,HOME,TEX,13,L,18931
2014-08-30,HOU,2,HOME,TEX,0,W,24771
2014-08-31,HOU,3,HOME,TEX,2,W,19024
2014-09-02,HOU,8,HOME,LAA,3,W,16131
2014-09-03,HOU,4,HOME,LAA,1,W,16949
2014-09-05,HOU,4,AWAY,OAK,3,W,21130
2014-09-06,HOU,3,AWAY,OAK,4,L,28668
2014-09-07,HOU,4,AWAY,OAK,3,W,25533
2014-09-08,HOU,1,AWAY,SEA,4,L,15617
2014-09-09,HOU,2,AWAY,SEA,1,W,11345
2014-09-10,HOU,5,AWAY,SEA,2,W,16931
2014-09-12,HOU,3,AWAY,LAA,11,L,33339
2014-09-13,HOU,2,AWAY,LAA,5,L,38041
2014-09-14,HOU,6,AWAY,LAA,1,W,35364
2014-09-15,HOU,3,HOME,CLE,1,W,17403
2014-09-16,HOU,2,HOME,CLE,4,L,18381
2014-09-17,HOU,0,HOME,CLE,2,L,18474
2014-09-18,HOU,1,HOME,CLE,2,L,16417
2014-09-19,HOU,5,HOME,SEA,10,L,27568
2014-09-20,HOU,10,HOME,SEA,1,W,36525
2014-09-21,HOU,8,HOME,SEA,3,W,31466
2014-09-22,HOU,3,AWAY,TEX,4,L,28717
2014-09-23,HOU,1,AWAY,TEX,2,L,29794
2014-09-24,HOU,1,AWAY,TEX,5,L,28003
2014-09-26,HOU,3,AWAY,NYM,1,W,27729
2014-09-27,HOU,1,AWAY,NYM,2,L,34886
2014-09-28,HOU,3,AWAY,NYM,8,L,34897
2015-04-06,HOU,2,HOME,CLE,0,W,43753
2015-04-08,HOU,0,HOME,CLE,2,L,23078
2015-04-09,HOU,1,HOME,CLE,5,L,22593
2015-04-10,HOU,5,AWAY,TEX,1,W,48885
2015-04-11,HOU,2,AWAY,TEX,6,L,36833
2015-04-12,HOU,6,AWAY,TEX,4,W,35276
2015-04-13,HOU,1,HOME,OAK,8,L,19279
2015-04-14,HOU,0,HOME,OAK,4,L,18935
2015-04-15,HOU,6,HOME,OAK,1,W,19777
2015-04-17,HOU,3,HOME,LAA,6,L,22660
2015-04-18,HOU,4,HOME,LAA,0,W,28209
2015-04-19,HOU,4,HOME,LAA,3,W,24254
2015-04-20,HOU,7,AWAY,SEA,5,W,15129
2015-04-21,HOU,6,AWAY,SEA,3,W,13949
2015-04-22,HOU,2,AWAY,SEA,3,L,14756
2015-04-24,HOU,5,AWAY,OAK,4,W,18205
2015-04-25,HOU,9,AWAY,OAK,3,W,24342
2015-04-26,HOU,7,AWAY,OAK,6,W,22080
2015-04-27,HOU,9,AWAY,SDP,4,W,19532
2015-04-28,HOU,14,AWAY,SDP,3,W,22796
2015-04-29,HOU,7,AWAY,SDP,2,W,21824
2015-04-30,HOU,3,HOME,SEA,2,W,19108
2015-05-01,HOU,4,HOME,SEA,3,W,21834
2015-05-02,HOU,11,HOME,SEA,4,W,24435
2015-05-03,HOU,7,HOME,SEA,6,W,25283
2015-05-04,HOU,1,HOME,TEX,2,L,17597
2015-05-05,HOU,1,HOME,TEX,7,L,20951
2015-05-06,HOU,3,HOME,TEX,11,L,22230
2015-05-07,HOU,3,AWAY,LAA,2,W,25097
2015-05-08,HOU,0,AWAY,LAA,2,L,40006
2015-05-09,HOU,6,AWAY,LAA,5,W,40210
2015-05-10,HOU,1,AWAY,LAA,3,L,30929
2015-05-12,HOU,1,HOME,SFG,8,L,20468
2015-05-13,HOU,4,HOME,SFG,3,W,20725
2015-05-14,HOU,6,HOME,TOR,4,W,15777
2015-05-15,HOU,8,HOME,TOR,4,W,21653
2015-05-16,HOU,6,HOME,TOR,5,W,27102
2015-05-17,HOU,4,HOME,TOR,2,W,25307
2015-05-18,HOU,1,HOME,OAK,2,L,21724
2015-05-19,HOU,6,HOME,OAK,4,W,17575
2015-05-20,HOU,6,HOME,OAK,1,W,21066
2015-05-21,HOU,5,AWAY,DET,6,L,33193
2015-05-22,HOU,2,AWAY,DET,6,L,37276
2015-05-23,HOU,3,AWAY,DET,2,W,40153
2015-05-24,HOU,10,AWAY,DET,8,W,36449
2015-05-25,HOU,3,AWAY,BAL,4,L,28909
2015-05-26,HOU,4,AWAY,BAL,1,W,21541
2015-05-27,HOU,4,AWAY,BAL,5,L,16401
2015-05-29,HOU,3,HOME,CHW,6,L,25957
2015-05-30,HOU,3,HOME,CHW,0,W,29720
2015-05-31,HOU,0,HOME,CHW,6,L,27423
2015-06-01,HOU,5,HOME,BAL,2,W,17259
2015-06-02,HOU,6,HOME,BAL,4,W,18730
2015-06-03,HOU,3,HOME,BAL,1,W,20305
2015-06-04,HOU,2,HOME,BAL,3,L,20219
2015-06-05,HOU,2,AWAY,TOR,6,L,22971
2015-06-06,HOU,2,AWAY,TOR,7,L,31809
2015-06-07,HOU,6,AWAY,TOR,7,L,35571
2015-06-08,HOU,1,AWAY,CHW,3,L,17352
2015-06-09,HOU,2,AWAY,CHW,4,L,18439
2015-06-10,HOU,1,AWAY,CHW,4,L,17455
2015-06-12,HOU,10,HOME,SEA,0,W,32173
2015-06-13,HOU,1,HOME,SEA,8,L,36762
2015-06-14,HOU,13,HOME,SEA,0,W,29153
2015-06-15,HOU,6,HOME,COL,3,W,21820
2015-06-16,HOU,8,HOME,COL,5,W,22245
2015-06-17,HOU,8,AWAY,COL,4,W,33041
2015-06-18,HOU,8,AWAY,COL,4,W,30770
2015-06-19,HOU,2,AWAY,SEA,5,L,40914
2015-06-20,HOU,3,AWAY,SEA,6,L,26770
2015-06-21,HOU,6,AWAY,SEA,2,W,40905
2015-06-22,HOU,3,AWAY,LAA,4,L,34153
2015-06-23,HOU,13,AWAY,LAA,3,W,41208
2015-06-24,HOU,1,AWAY,LAA,2,L,33543
2015-06-25,HOU,4,HOME,NYY,0,W,28643
2015-06-26,HOU,2,HOME,NYY,3,L,37748
2015-06-27,HOU,6,HOME,NYY,9,L,41133
2015-06-28,HOU,3,HOME,NYY,1,W,31961
2015-06-29,HOU,6,HOME,KCR,1,W,20419
2015-06-30,HOU,4,HOME,KCR,0,W,24642
2015-07-01,HOU,6,HOME,KCR,5,W,25848
2015-07-03,HOU,12,AWAY,BOS,8,W,37837
2015-07-04,HOU,1,AWAY,BOS,6,L,36703
2015-07-05,HOU,4,AWAY,BOS,5,L,36481
2015-07-06,HOU,9,AWAY,CLE,4,W,13516
2015-07-07,HOU,0,AWAY,CLE,2,L,10821
2015-07-08,HOU,2,AWAY,CLE,4,L,15255
2015-07-09,HOU,1,AWAY,CLE,3,L,11496
2015-07-10,HOU,1,AWAY,TBR,3,L,17129
2015-07-11,HOU,0,AWAY,TBR,3,L,18479
2015-07-12,HOU,3,AWAY,TBR,4,L,16458
2015-07-17,HOU,3,HOME,TEX,2,W,36904
2015-07-18,HOU,6,HOME,TEX,7,L,41941
2015-07-19,HOU,10,HOME,TEX,0,W,36532
2015-07-21,HOU,8,HOME,BOS,3,W,26913
2015-07-22,HOU,4,HOME,BOS,2,W,31104
2015-07-23,HOU,5,HOME,BOS,4,W,30748
2015-07-24,HOU,4,AWAY,KCR,0,W,36965
2015-07-25,HOU,1,AWAY,KCR,2,L,38393
2015-07-26,HOU,1,AWAY,KCR,5,L,33638
2015-07-28,HOU,10,HOME,LAA,5,W,24031
2015-07-29,HOU,6,HOME,LAA,3,W,31272
2015-07-30,HOU,3,HOME,LAA,0,W,27598
2015-07-31,HOU,4,HOME,ARI,6,L,34720
2015-08-01,HOU,9,HOME,ARI,2,W,36602
2015-08-02,HOU,4,HOME,ARI,1,W,33871
2015-08-03,HOU,9,AWAY,TEX,12,L,21671
2015-08-04,HOU,3,AWAY,TEX,4,L,29953
2015-08-05,HOU,3,AWAY,TEX,4,L,31782
2015-08-06,HOU,5,AWAY,OAK,4,W,16172
2015-08-07,HOU,1,AWAY,OAK,3,L,18908
2015-08-08,HOU,1,AWAY,OAK,2,L,25091
2015-08-09,HOU,4,AWAY,OAK,5,L,20278
2015-08-11,HOU,1,AWAY,SFG,3,L,42569
2015-08-12,HOU,2,AWAY,SFG,0,W,41967
2015-08-14,HOU,5,HOME,DET,1,W,33212
2015-08-15,HOU,2,HOME,DET,4,L,29482
2015-08-16,HOU,6,HOME,DET,5,W,29969
2015-08-17,HOU,2,HOME,TBR,9,L,16256
2015-08-18,HOU,3,HOME,TBR,2,W,17749
2015-08-19,HOU,3,HOME,TBR,2,W,26001
2015-08-20,HOU,0,HOME,TBR,1,L,18177
2015-08-21,HOU,3,HOME,LAD,0,W,33833
2015-08-22,HOU,3,HOME,LAD,1,W,39999
2015-08-23,HOU,3,HOME,LAD,2,W,28665
2015-08-24,HOU,0,AWAY,NYY,1,L,37125
2015-08-25,HOU,15,AWAY,NYY,1,W,38015
2015-08-26,HOU,6,AWAY,NYY,2,W,37259
2015-08-28,HOU,0,AWAY,MIN,3,L,28636
2015-08-29,HOU,4,AWAY,MIN,1,W,38876
2015-08-30,HOU,5,AWAY,MIN,7,L,28877
2015-08-31,HOU,8,HOME,SEA,3,W,19923
2015-09-01,HOU,5,HOME,SEA,7,L,18157
2015-09-02,HOU,3,HOME,SEA,8,L,18669
2015-09-04,HOU,8,HOME,MIN,0,W,27807
2015-09-05,HOU,2,HOME,MIN,3,L,27643
2015-09-06,HOU,8,HOME,MIN,5,W,37648
2015-09-07,HOU,9,AWAY,OAK,10,L,22214
2015-09-08,HOU,0,AWAY,OAK,4,L,11364
2015-09-09,HOU,11,AWAY,OAK,5,W,13387
2015-09-11,HOU,2,AWAY,LAA,3,L,39636
2015-09-12,HOU,2,AWAY,LAA,3,L,41130
2015-09-13,HOU,5,AWAY,LAA,3,W,41550
2015-09-14,HOU,3,AWAY,TEX,5,L,27772
2015-09-15,HOU,5,AWAY,TEX,6,L,26942
2015-09-16,HOU,3,AWAY,TEX,14,L,34483
2015-09-17,HOU,2,AWAY,TEX,8,L,31122
2015-09-18,HOU,3,HOME,OAK,4,L,27567
2015-09-19,HOU,10,HOME,OAK,6,W,27044
2015-09-20,HOU,5,HOME,OAK,1,W,22453
2015-09-21,HOU,6,HOME,LAA,3,W,25318
2015-09-22,HOU,3,HOME,LAA,4,L,25671
2015-09-23,HOU,5,HOME,LAA,6,L,25573
2015-09-25,HOU,2,HOME,TEX,6,L,35180
2015-09-26,HOU,9,HOME,TEX,7,W,35736
2015-09-27,HOU,4,HOME,TEX,2,W,36084
2015-09-28,HOU,3,AWAY,SEA,2,W,13935
2015-09-29,HOU,4,AWAY,SEA,6,L,15331
2015-09-30,HOU,7,AWAY,SEA,6,W,14257
2015-10-02,HOU,21,AWAY,ARI,5,W,33218
2015-10-03,HOU,6,AWAY,ARI,2,W,37687
2015-10-04,HOU,3,AWAY,ARI,5,L,24788
2016-04-05,HOU,5,AWAY,NYY,3,W,47820
2016-04-06,HOU,6,AWAY,NYY,16,L,37493
2016-04-07,HOU,5,AWAY,NYY,8,L,30003
2016-04-08,HOU,4,AWAY,MIL,6,L,30100
2016-04-09,HOU,6,AWAY,MIL,4,W,28127
2016-04-10,HOU,2,AWAY,MIL,3,L,28441
2016-04-11,HOU,8,HOME,KCR,2,W,43332
2016-04-12,HOU,2,HOME,KCR,3,L,21027
2016-04-13,HOU,2,HOME,KCR,4,L,24109
2016-04-14,HOU,2,HOME,KCR,6,L,21203
2016-04-15,HOU,1,HOME,DET,0,W,30092
2016-04-16,HOU,3,HOME,DET,5,L,30013
2016-04-17,HOU,5,HOME,DET,4,W,30657
2016-04-19,HOU,5,AWAY,TEX,7,L,24181
2016-04-20,HOU,1,AWAY,TEX,2,L,25821
2016-04-21,HOU,4,AWAY,TEX,7,L,25886
2016-04-22,HOU,2,HOME,BOS,6,L,26672
2016-04-23,HOU,8,HOME,BOS,3,W,40232
2016-04-24,HOU,5,HOME,BOS,7,L,32416
2016-04-25,HOU,2,AWAY,SEA,3,L,14832
2016-04-26,HOU,1,AWAY,SEA,11,L,13821
2016-04-27,HOU,7,AWAY,SEA,4,W,14173
2016-04-29,HOU,4,AWAY,OAK,7,L,20159
2016-04-30,HOU,0,AWAY,OAK,2,L,23084
2016-05-01,HOU,2,AWAY,OAK,1,W,24135
2016-05-02,HOU,2,HOME,MIN,6,L,18243
2016-05-03,HOU,6,HOME,MIN,4,W,21153
2016-05-04,HOU,16,HOME,MIN,4,W,20847
2016-05-05,HOU,3,HOME,SEA,6,L,20151
2016-05-06,HOU,6,HOME,SEA,3,W,25413
2016-05-07,HOU,2,HOME,SEA,3,L,31559
2016-05-08,HOU,5,HOME,SEA,1,W,28148
2016-05-09,HOU,7,HOME,CLE,1,W,20222
2016-05-10,HOU,0,HOME,CLE,4,L,23976
2016-05-11,HOU,5,HOME,CLE,3,W,24453
2016-05-12,HOU,1,AWAY,BOS,11,L,34982
2016-05-13,HOU,7,AWAY,BOS,6,W,33148
2016-05-14,HOU,5,AWAY,BOS,6,L,37430
2016-05-15,HOU,9,AWAY,BOS,10,L,35736
2016-05-17,HOU,6,AWAY,CHW,5,W,13481
2016-05-18,HOU,5,AWAY,CHW,3,W,14936
2016-05-19,HOU,1,AWAY,CHW,2,L,20096
2016-05-20,HOU,1,HOME,TEX,2,L,28724
2016-05-21,HOU,1,HOME,TEX,2,L,35040
2016-05-22,HOU,2,HOME,TEX,9,L,35035
2016-05-24,HOU,3,HOME,BAL,2,W,24783
2016-05-25,HOU,4,HOME,BAL,3,W,25618
2016-05-26,HOU,4,HOME,BAL,2,W,23826
2016-05-27,HOU,2,AWAY,LAA,7,L,39047
2016-05-28,HOU,4,AWAY,LAA,2,W,38176
2016-05-29,HOU,8,AWAY,LAA,6,W,36538
2016-05-30,HOU,8,AWAY,ARI,3,W,24798
2016-05-31,HOU,8,AWAY,ARI,5,W,15556
2016-06-01,HOU,5,HOME,ARI,4,W,22642
2016-06-02,HOU,0,HOME,ARI,3,L,21764
2016-06-03,HOU,12,HOME,OAK,2,W,26458
2016-06-04,HOU,6,HOME,OAK,5,W,37223
2016-06-05,HOU,5,HOME,OAK,2,W,30817
2016-06-06,HOU,5,AWAY,TEX,6,L,30021
2016-06-07,HOU,3,AWAY,TEX,4,L,32189
2016-06-08,HOU,3,AWAY,TEX,1,W,37696
2016-06-09,HOU,3,AWAY,TEX,5,L,30145
2016-06-10,HOU,3,AWAY,TBR,4,L,13075
2016-06-11,HOU,4,AWAY,TBR,3,W,19658
2016-06-12,HOU,0,AWAY,TBR,5,L,11168
2016-06-14,HOU,5,AWAY,STL,2,W,42525
2016-06-15,HOU,4,AWAY,STL,1,W,42008
2016-06-17,HOU,2,HOME,CIN,4,L,37560
2016-06-18,HOU,5,HOME,CIN,4,W,39111
2016-06-19,HOU,6,HOME,CIN,0,W,36369
2016-06-20,HOU,10,HOME,LAA,7,W,22553
2016-06-21,HOU,3,HOME,LAA,2,W,25004
2016-06-22,HOU,3,HOME,LAA,2,W,29649
2016-06-24,HOU,13,AWAY,KCR,4,W,36195
2016-06-25,HOU,13,AWAY,KCR,5,W,38880
2016-06-26,HOU,1,AWAY,KCR,6,L,36450
2016-06-27,HOU,4,AWAY,LAA,2,W,36839
2016-06-28,HOU,7,AWAY,LAA,1,W,38781
2016-06-29,HOU,10,AWAY,LAA,4,W,36683
2016-07-01,HOU,5,HOME,CHW,0,W,31965
2016-07-02,HOU,6,HOME,CHW,7,L,35116
2016-07-03,HOU,1,HOME,CHW,4,L,30379
2016-07-04,HOU,2,HOME,SEA,1,W,29844
2016-07-05,HOU,5,HOME,SEA,2,W,21553
2016-07-06,HOU,9,HOME,SEA,8,W,25709
2016-07-07,HOU,1,HOME,OAK,3,L,20933
2016-07-08,HOU,10,HOME,OAK,9,W,31438
2016-07-09,HOU,2,HOME,OAK,3,L,35312
2016-07-10,HOU,2,HOME,OAK,1,W,28119
2016-07-15,HOU,7,AWAY,SEA,3,W,29217
2016-07-16,HOU,0,AWAY,SEA,1,L,41386
2016-07-17,HOU,8,AWAY,SEA,1,W,27322
2016-07-18,HOU,4,AWAY,OAK,7,L,10651
2016-07-19,HOU,3,AWAY,OAK,4,L,15143
2016-07-20,HOU,7,AWAY,OAK,0,W,20231
2016-07-22,HOU,2,HOME,LAA,1,W,36453
2016-07-23,HOU,7,HOME,LAA,2,W,35119
2016-07-24,HOU,13,HOME,LAA,3,W,32721
2016-07-25,HOU,1,HOME,NYY,2,L,30628
2016-07-26,HOU,3,HOME,NYY,6,L,28134
2016-07-27,HOU,4,HOME,NYY,1,W,35186
2016-07-29,HOU,6,AWAY,DET,14,L,31771
2016-07-30,HOU,2,AWAY,DET,3,L,34673
2016-07-31,HOU,0,AWAY,DET,11,L,31043
2016-08-01,HOU,2,HOME,TOR,1,W,20623
2016-08-02,HOU,1,HOME,TOR,2,L,24399
2016-08-03,HOU,1,HOME,TOR,3,L,29399
2016-08-04,HOU,1,HOME,TOR,4,L,23190
2016-08-05,HOU,5,HOME,TEX,0,W,32820
2016-08-06,HOU,2,HOME,TEX,3,L,42272
2016-08-07,HOU,3,HOME,TEX,5,L,33909
2016-08-08,HOU,1,AWAY,MIN,3,L,20978
2016-08-09,HOU,7,AWAY,MIN,5,W,22261
2016-08-11,HOU,15,AWAY,MIN,7,W,25960
2016-08-11,HOU,10,AWAY,MIN,2,W,24935
2016-08-12,HOU,5,AWAY,TOR,3,W,46330
2016-08-13,HOU,2,AWAY,TOR,4,L,47505
2016-08-14,HOU,2,AWAY,TOR,9,L,47261
2016-08-16,HOU,5,HOME,STL,8,L,30438
2016-08-17,HOU,2,HOME,STL,8,L,27508
2016-08-18,HOU,5,AWAY,BAL,13,L,20288
2016-08-19,HOU,15,AWAY,BAL,8,W,34422
2016-08-20,HOU,12,AWAY,BAL,2,W,39373
2016-08-21,HOU,5,AWAY,BAL,3,W,29734
2016-08-22,HOU,3,AWAY,PIT,1,W,24017
2016-08-23,HOU,1,AWAY,PIT,7,L,28760
2016-08-24,HOU,5,AWAY,PIT,4,W,23717
2016-08-26,HOU,5,HOME,TBR,4,W,25852
2016-08-27,HOU,6,HOME,TBR,2,W,36544
2016-08-28,HOU,4,HOME,TBR,10,L,37484
2016-08-29,HOU,6,HOME,OAK,0,W,18613
2016-08-30,HOU,3,HOME,OAK,1,W,23114
2016-08-31,HOU,4,HOME,OAK,3,W,20033
2016-09-02,HOU,8,AWAY,TEX,10,L,35102
2016-09-03,HOU,4,AWAY,TEX,12,L,35538
2016-09-04,HOU,7,AWAY,TEX,6,W,46025
2016-09-05,HOU,6,AWAY,CLE,2,W,13062
2016-09-06,HOU,4,AWAY,CLE,3,W,11023
2016-09-07,HOU,5,AWAY,CLE,6,L,12063
2016-09-08,HOU,7,AWAY,CLE,10,L,15275
2016-09-09,HOU,0,HOME,CHC,2,L,33841
2016-09-10,HOU,2,HOME,CHC,1,W,41854
2016-09-11,HOU,5,HOME,CHC,9,L,31939
2016-09-12,HOU,3,HOME,TEX,4,L,22147
2016-09-13,HOU,2,HOME,TEX,3,L,22133
2016-09-14,HOU,8,HOME,TEX,4,W,25041
2016-09-16,HOU,6,AWAY,SEA,0,W,30178
2016-09-17,HOU,2,AWAY,SEA,1,W,32304
2016-09-18,HOU,3,AWAY,SEA,7,L,25383
2016-09-19,HOU,4,AWAY,OAK,2,W,10072
2016-09-20,HOU,2,AWAY,OAK,1,W,12139
2016-09-21,HOU,6,AWAY,OAK,5,W,11197
2016-09-22,HOU,0,HOME,LAA,2,L,20022
2016-09-23,HOU,6,HOME,LAA,10,L,29429
2016-09-24,HOU,4,HOME,LAA,10,L,27565
2016-09-25,HOU,4,HOME,LAA,1,W,32958
2016-09-26,HOU,3,HOME,SEA,4,L,24107
2016-09-27,HOU,8,HOME,SEA,4,W,23499
2016-09-28,HOU,4,HOME,SEA,12,L,21187
2016-09-30,HOU,1,AWAY,LAA,7,L,30112
2016-10-01,HOU,3,AWAY,LAA,0,W,32487
2016-10-02,HOU,1,AWAY,LAA,8,L,28083
