Date,Beat,BlockRange,StreetName,Offense Type,Premise,Offenses,Hour,address,lat_lon
2017-01-01,14D20,10000-10099,CULLEN,AutoTheft,Apartment Parking Lot,1.0,17,10000-10099 CULLEN,"(29.6522874, -95.3563734)"
2017-01-01,14D40,4300-4399,HARTSVILLE,Aggravated Assault,Residence or House,1.0,17,4300-4399 HARTSVILLE,"(29.63886949999999, -95.3595562)"
2017-01-01,14D40,3600-3699,STONHAM,Theft,Police Station,1.0,14,3600-3699 STONHAM,"(29.6155555, -95.3679677)"
2017-01-01,14D40,11000-11099,SCOTT,Theft,Residence or House,1.0,3,11000-11099 SCOTT,"(29.637775, -95.37052210000002)"
2017-01-01,UNK,1400-1499,CLAY,Theft,Commercial Parking Lot or Garage,1.0,21,1400-1499 CLAY,"(40.56276159999999, -86.1555209)"
2017-01-01,UNK,900-999,SAWGRASS RIDGE,Aggravated Assault,Driveway,1.0,22,900-999 SAWGRASS RIDGE,"(29.99391439999999, -95.4073358)"
2017-01-01,14D50,6200-6299,EL GRANATE,Theft,Convenience Store,1.0,2,6200-6299 EL GRANATE,"(29.6381535, -95.32087539999999)"
2017-01-01,16E20,4400-4499,FUQUA,Theft,,1.0,12,4400-4499 FUQUA,"(29.6136319, -95.44318)"
2017-01-01,16E20,12500-12599,HIRAM CLARKE,Theft,Other Parking Lot,1.0,17,12500-12599 HIRAM CLARKE,"(29.6482718, -95.44647739999999)"
2017-01-01,16E20,14500-14599,WATERLOO,AutoTheft,"Road, Street, or Sidewalk",1.0,0,14500-14599 WATERLOO,"(42.492786, -92.34257749999999)"
2017-01-01,9C40,1300-1399,HILLER,AutoTheft,Residence or House,1.0,7,1300-1399 HILLER,"(40.9419165, -124.1083521)"
2017-01-01,9C40,400-499,MAXEY,AutoTheft,Apartment Parking Lot,1.0,12,400-499 MAXEY,"(29.792079, -95.2187015)"
2017-01-01,9C40,600-699,MAXEY,Burglary,Apartment,1.0,22,600-699 MAXEY,"(29.784485, -95.219184)"
2017-01-01,9C40,1200-1299,UVALDE,Theft,Department or Discount Store,1.0,14,1200-1299 UVALDE,"(29.7728629, -95.1864823)"
2017-01-01,9C40,1000-1099,FEDERAL,Theft,Department or Discount Store,1.0,12,1000-1099 FEDERAL,"(39.7333072, -105.024465)"
2017-01-01,16E10,11800-11899,CITY PARK CENTRAL,Robbery,Apartment Parking Lot,1.0,5,11800-11899 CITY PARK CENTRAL,"(40.7159283, -73.824)"
2017-01-01,16E10,800-899,WESTWOOD GLEN,Theft,Residence or House,1.0,16,800-899 WESTWOOD GLEN,"(41.91774909999999, -83.4320664)"
2017-01-01,15E10,6500-6599,WANDA,Theft,Apartment,1.0,12,6500-6599 WANDA,"(29.6787149, -95.50619909999999)"
2017-01-01,15E10,300-399,MEYERLAND PLAZA,Theft,Department or Discount Store,1.0,18,300-399 MEYERLAND PLAZA,"(29.6877953, -95.46148720000001)"
2017-01-01,UNK,5200-5299,FIDELITY,Theft,Miscellaneous Business (Non-Specific),1.0,12,5200-5299 FIDELITY,"(29.7658318, -95.2560227)"
2017-01-01,15E20,11900-11999,CHIMNEY ROCK,Theft,"Road, Street, or Sidewalk",1.0,17,11900-11999 CHIMNEY ROCK,"(35.4392854, -82.2465023)"
2017-01-01,15E20,5300-5399,GASMER,Theft,"Parks and Recreation, Zoo, Swimming Pool",1.0,10,5300-5399 GASMER,"(29.651494, -95.47153499999999)"
2017-01-01,15E40,10000-10099,FANNIN,Theft,Apartment Parking Lot,1.0,12,10000-10099 FANNIN,"(29.6596464, -95.4060872)"
2017-01-01,15E40,2600-2699,WESTRIDGE,Robbery,Apartment Parking Lot,1.0,20,2600-2699 WESTRIDGE,"(29.682679, -95.417982)"
2017-01-01,15E30,9700-9799,MEYER FOREST,Burglary,Apartment Rental Office,1.0,9,9700-9799 MEYER FOREST,"(29.6739073, -95.45589059999999)"
2017-01-01,15E30,4600-4699,BEECHNUT,Theft,Commercial Building,1.0,17,4600-4699 BEECHNUT,"(29.6896186, -95.4545613)"
2017-01-01,15E30,4000-4099,LOOP,Robbery,Freeway Service Road,1.0,13,4000-4099 LOOP,"(29.680158, -95.3888884)"
2017-01-01,15E30,10500-10599,POST OAK,Theft,Bar or Night Club,1.0,23,10500-10599 POST OAK,"(38.176539, -77.698025)"
2017-01-01,14D40,12000-12099,MARTIN LUTHER KING,Robbery,Apartment,1.0,16,12000-12099 MARTIN LUTHER KING,"(29.630284, -95.341437)"
2017-01-01,7C30,9100-9199,SIMMONS,Theft,Other Parking Lot,1.0,17,9100-9199 SIMMONS,"(29.8434579, -95.3320289)"
2017-01-01,9C20,1000-1099,HAHLO,AutoTheft,Residence or House,1.0,4,1000-1099 HAHLO,"(29.7710025, -95.30948839999999)"
2017-01-01,9C20,600-699,GAZIN,Burglary,Residence or House,1.0,7,600-699 GAZIN,"(29.7782975, -95.3042689)"
2017-01-01,17E10,5900-5999,BISSONNET,Robbery,Apartment Parking Lot,1.0,0,5900-5999 BISSONNET,"(29.699842, -95.4858378)"
2017-01-01,17E10,5600-5699,CHIMNEY ROCK,Aggravated Assault,Apartment,1.0,19,5600-5699 CHIMNEY ROCK,"(29.7208121, -95.4770848)"
2017-01-01,17E10,5900-5999,GULFTON,Theft,Mall Parking Lot,1.0,15,5900-5999 GULFTON,"(29.71646489999999, -95.48487960000001)"
2017-01-01,17E10,7000-7099,BELLAIRE,AutoTheft,"Church, Synagogue, or Temple Parking Lot",1.0,14,7000-7099 BELLAIRE,"(29.7049975, -95.50786959999999)"
2017-01-01,14D20,4600-4699,KNOXVILLE,Burglary,Residence or House,1.0,15,4600-4699 KNOXVILLE,"(29.6652737, -95.3587251)"
2017-01-01,14D20,2900-2999,REED,Theft,Apartment Parking Lot,1.0,12,2900-2999 REED,"(29.6578735, -95.38283469999999)"
2017-01-01,14D20,4900-4999,PAULA,Aggravated Assault,Residence or House,2.0,1,4900-4999 PAULA,"(34.6807476, -118.0591052)"
2017-01-01,17E10,6000-6099,CHIMNEY ROCK,Robbery,"Field, Woods, Forest, Park",1.0,13,6000-6099 CHIMNEY ROCK,"(29.7157666, -95.47692099999999)"
2017-01-01,8C60,10700-10799,WOODSON VALLEY,Theft,Driveway,1.0,9,10700-10799 WOODSON VALLEY,"(29.8695923, -95.2928295)"
2017-01-01,8C60,10700-10799,PRILLERMAN TRAILS,Theft,Residence or House,1.0,12,10700-10799 PRILLERMAN TRAILS,"(29.8692664, -95.29414109999999)"
2017-01-01,8C60,7100-7199,HAVERTON,Aggravated Assault,Residence or House,3.0,14,7100-7199 HAVERTON,"(29.8790464, -95.2841108)"
2017-01-01,8C60,10300-10399,ROYAL OAKS,Theft,Residence or House,1.0,14,10300-10399 ROYAL OAKS,"(40.6158466, -74.11438749999999)"
2017-01-01,14D20,4100-4199,BARBERRY,AutoTheft,Apartment Parking Lot,1.0,6,4100-4199 BARBERRY,"(29.6516268, -95.36626419999999)"
2017-01-01,8C60,11100-11199,DALEBROOK,Aggravated Assault,Residence or House,1.0,22,11100-11199 DALEBROOK,"(29.8787533, -95.28731359999999)"
2017-01-01,8C30,8000-8099,ETHEL,Theft,Residence or House,1.0,21,8000-8099 ETHEL,"(42.6771935, -83.68175939999999)"
2017-01-01,UNK,5800-5899,GULF BANK,Theft,Department or Discount Store,1.0,8,5800-5899 GULF BANK,"(29.8853582, -95.479948)"
2017-01-01,UNK,10800-10899,KIRKWELL,Aggravated Assault,"Road, Street, or Sidewalk",1.0,11,10800-10899 KIRKWELL,"(37.14862919999999, -102.9410389)"
2017-01-01,9C10,8600-8699,COWART,Theft,"Road, Street, or Sidewalk",1.0,20,8600-8699 COWART,"(29.7651447, -95.2727807)"
2017-01-01,UNK,3000-3099,TRULLEY,Murder,Residence or House,1.0,17,3000-3099 TRULLEY,"(29.7374956, -95.35572529999999)"
2017-01-01,14D30,8600-8699,MARTIN LUTHER KING,Burglary,Liquor Store,1.0,4,8600-8699 MARTIN LUTHER KING,"(29.658521, -95.3373591)"
2017-01-01,16E40,16000-16099,MALADI,Theft,Driveway,1.0,14,16000-16099 MALADI,"(29.5897761, -95.44776089999999)"
2017-01-01,14D30,5900-5999,SOUTHSEAS,AutoTheft,Residence or House,1.0,16,5900-5999 SOUTHSEAS,"(29.6762533, -95.3324233)"
2017-01-01,16E40,6500-6599,FUQUA,Aggravated Assault,Residence or House,1.0,0,6500-6599 FUQUA,"(29.6117094, -95.28560829999999)"
2017-01-01,16E40,7400-7499,FROSTVIEW,Theft,Residence or House,1.0,11,7400-7499 FROSTVIEW,"(29.6005167, -95.4969004)"
2017-01-01,16E30,12300-12399,HODGES,Robbery,"Road, Street, or Sidewalk",1.0,8,12300-12399 HODGES,"(29.62884, -95.504046)"
2017-01-01,16E30,12800-12899,DUNLAP,Burglary,Apartment,1.0,20,12800-12899 DUNLAP,"(35.3714575, -85.3905209)"
2017-01-01,14D30,5800-5899,VAN FLEET,Burglary,"Church, Synagogue, or Temple",1.0,18,5800-5899 VAN FLEET,"(29.6738847, -95.3356445)"
2017-01-01,9C20,6100-6199,WALLISVILLE,Aggravated Assault,Convenience Store Parking Lot,1.0,0,6100-6199 WALLISVILLE,"(29.7874397, -95.30944769999999)"
2017-01-01,12D20,9400-9499,CARMALEE,Theft,Driveway,1.0,8,9400-9499 CARMALEE,"(29.6034735, -95.2488812)"
2017-01-01,17E10,6100-6199,RENWICK,Aggravated Assault,Apartment,1.0,10,6100-6199 RENWICK,"(29.6436924, -95.4840941)"
2017-01-01,7C20,4000-4099,LAVENDER,Aggravated Assault,,1.0,14,4000-4099 LAVENDER,"(29.7969682, -95.3205222)"
2017-01-01,18F50,7400-7499,HARWIN,Theft,Apartment Parking Lot,1.0,18,7400-7499 HARWIN,"(29.7184633, -95.5130995)"
2017-01-01,18F50,5900-5999,FONDREN,Robbery,"Road, Street, or Sidewalk",1.0,3,5900-5999 FONDREN,"(29.716204, -95.5200605)"
2017-01-01,18F50,3400-3499,OCEE,Theft,Apartment Parking Lot,1.0,10,3400-3499 OCEE,"(29.7263573, -95.52996)"
2017-01-01,10H40,2100-2199,FANNIN,AutoTheft,Service or Gas Station,1.0,23,2100-2199 FANNIN,"(33.7849481, -96.126038)"
2017-01-01,10H50,3200-3299,HADLEY,Burglary,"Church, Synagogue, or Temple",1.0,11,3200-3299 HADLEY,"(29.7337009, -95.3458232)"
2017-01-01,10H50,3300-3399,ANITA,Aggravated Assault,Residence or House,1.0,17,3300-3399 ANITA,"(29.7316476, -95.3549427)"
2017-01-01,10H40,1100-1199,MCILHENNY,Theft,"Road, Street, or Sidewalk",1.0,0,1100-1199 MCILHENNY,"(29.7460388, -95.3722705)"
2017-01-01,10H50,3700-3799,BREMOND,Theft,Residence or House,1.0,14,3700-3799 BREMOND,"(29.7324528, -95.3462541)"
2017-01-01,19G20,4500-4599,KIRKWOOD,AutoTheft,Apartment Parking Lot,1.0,11,4500-4599 KIRKWOOD,"(47.7807976, -92.268553)"
2017-01-01,19G20,6100-6199,WILCREST,Theft,Bar or Night Club,1.0,23,6100-6199 WILCREST,"(29.7149459, -95.5720974)"
2017-01-01,10H60,3500-3599,DIXIE,Theft,Apartment,1.0,18,3500-3599 DIXIE,"(38.4961937, -90.4833151)"
2017-01-01,19G10,9400-9499,SAM HOUSTON,Theft,Miscellaneous Business (Non-Specific),1.0,13,9400-9499 SAM HOUSTON,"(29.6818593, -95.5601298)"
2017-01-01,11H40,1100-1199,MAROBY,Theft,Residence or House,1.0,12,1100-1199 MAROBY,"(29.6937778, -95.2472607)"
2017-01-01,19G10,7700-7799,CORPORATE,Aggravated Assault,Apartment,1.0,21,7700-7799 CORPORATE,"(33.9423913, -84.1443321)"
2017-01-01,11H20,6900-6999,PALMETTO,Rape,Vehicle/Auto Sales/Lease/Auto Parts Store,1.0,4,6900-6999 PALMETTO,"(39.15152930000001, -84.377578)"
2017-01-01,19G10,9900-9999,CLUB CREEK,Theft,Apartment,1.0,19,9900-9999 CLUB CREEK,"(29.6814724, -95.5504993)"
2017-01-01,19G10,9900-9999,BISSONNET,Robbery,Service or Gas Station,1.0,19,9900-9999 BISSONNET,"(29.6754578, -95.5537298)"
2017-01-01,15E10,6100-6199,LYMBAR,Burglary,Residence or House,1.0,20,6100-6199 LYMBAR,"(29.667914, -95.4982156)"
2017-01-01,20G50,12100-12199,KIMBERLEY,Theft,Residence or House,1.0,13,12100-12199 KIMBERLEY,"(29.7758043, -95.53960119999999)"
2017-01-01,16E20,4000-4099,HEATHERBROOK,Burglary,"Vacant Single Occ Resd(House,Townhs,Dplex)",1.0,16,4000-4099 HEATHERBROOK,"(29.4790402, -98.6234626)"
2017-01-01,11H10,7000-7099,LAWNDALE,Aggravated Assault,"Road, Street, or Sidewalk",1.0,20,7000-7099 LAWNDALE,"(29.7179635, -95.29925019999999)"
2017-01-01,11H10,7000-7099,CAPITOL,Burglary,Restaurant or Cafeteria,1.0,17,7000-7099 CAPITOL,"(29.73409839999999, -95.30285250000001)"
2017-01-01,7C20,3100-3199,CRANE,Aggravated Assault,Mobile Home,1.0,13,3100-3199 CRANE,"(29.0150739, -98.4451912)"
2017-01-01,19G10,9400-9499,SAM HOUSTON,Theft,Grocery Store or Supermarket,1.0,20,9400-9499 SAM HOUSTON,"(29.6818593, -95.5601298)"
2017-01-01,18F60,6500-6599,GESSNER,AutoTheft,Apartment Parking Lot,1.0,9,6500-6599 GESSNER,"(29.8616527, -95.5441362)"
2017-01-01,11H10,7300-7399,HARRISBURG,Theft,Other Parking Lot,1.0,21,7300-7399 HARRISBURG,"(29.3560125, -98.4029743)"
2017-01-01,11H10,2300-2399,WAYSIDE,Theft,Grocery Store or Supermarket,1.0,9,2300-2399 WAYSIDE,"(29.716583, -95.3153546)"
2017-01-01,6B50,11200-11299,NORTH,Theft,Restaurant or Cafeteria Parking Lot,1.0,20,11200-11299 NORTH,"(35.7595731, -79.01929969999999)"
2017-01-01,19G10,10300-10399,CLUB CREEK,Theft,Commercial Parking Lot or Garage,1.0,11,10300-10399 CLUB CREEK,"(29.6890797, -95.55375579999999)"
2017-01-01,14D20,1100-1199,ELBERTA,Theft,Residence or House,1.0,19,1100-1199 ELBERTA,"(40.1115923, -74.9164613)"
2017-01-01,19G10,10600-10699,BEECHNUT,Theft,Apartment,1.0,1,10600-10699 BEECHNUT,"(29.6892498, -95.5673434)"
2017-01-01,12D10,8800-8899,SPORAN,Theft,Residence or House,1.0,11,8800-8899 SPORAN,"(29.6075458, -95.2622957)"
2017-01-01,10H50,3300-3399,WINBERN,Robbery,Convenience Store,1.0,21,3300-3399 WINBERN,"(29.7258738, -95.35754949999999)"
2017-01-01,7C10,1900-1999,GREGG,Aggravated Assault,Residence or House,1.0,5,1900-1999 GREGG,"(39.17827219999999, -119.7195056)"
2017-01-01,12D10,3900-3999,ARLINGTON SQUARE,Theft,Apartment Parking Lot,1.0,7,3900-3999 ARLINGTON SQUARE,"(29.6481748, -95.2202494)"
2017-01-01,12D10,10100-10199,WINDMILL LAKES,AutoTheft,Apartment Parking Lot,1.0,9,10100-10199 WINDMILL LAKES,"(29.6226187, -95.2401745)"
2017-01-01,10H20,4900-4999,POLK,AutoTheft,Service or Gas Station,1.0,4,4900-4999 POLK,"(42.2750744, -83.2400826)"
2017-01-01,7C20,4000-4099,LILA,Aggravated Assault,"Road, Street, or Sidewalk",1.0,3,4000-4099 LILA,"(29.787623, -95.3310455)"
2017-01-01,10H70,6400-6499,FANNIN,Rape,Residence or House,1.0,20,6400-6499 FANNIN,"(29.7151107, -95.3971455)"
2017-01-01,10H70,2800-2899,OLD SPANISH,AutoTheft,Commercial Parking Lot or Garage,1.0,12,2800-2899 OLD SPANISH,"(33.5930951, -84.4799531)"
2017-01-01,12D10,1100-1199,EDGEBROOK,Robbery,Department or Discount Store,1.0,21,1100-1199 EDGEBROOK,"(33.9068448, -116.9566449)"
2017-01-01,16E40,5500-5599,COURT,Theft,Other Parking Lot,1.0,8,5500-5599 COURT,"(31.9360714, -92.65313909999999)"
2017-01-01,17E20,10200-10299,GESSNER,Theft,Residence or House,1.0,20,10200-10299 GESSNER,"(29.66792169999999, -95.5289347)"
2017-01-01,10H30,1500-1599,ST EMANUEL,Aggravated Assault,"Road, Street, or Sidewalk",1.0,22,1500-1599 ST EMANUEL,"(29.7475227, -95.3584388)"
2017-01-01,12D10,10500-10599,GULF,Aggravated Assault,"Road, Street, or Sidewalk",1.0,22,10500-10599 GULF,"(27.7673005, -82.76904549999999)"
2017-01-01,10H30,800-899,SAINT EMANUEL,Theft,Bar or Night Club,1.0,18,800-899 SAINT EMANUEL,"(29.7527492, -95.3543092)"
2017-01-01,7C20,3400-3499,SAYERS,Theft,Driveway,1.0,19,3400-3499 SAYERS,"(29.7918964, -95.3309732)"
2017-01-01,10H50,3400-3499,ANITA,Theft,Residence or House,1.0,9,3400-3499 ANITA,"(29.7309049, -95.3525266)"
2017-01-01,6B60,100-199,GREENS,Theft,Restaurant or Cafeteria Parking Lot,1.0,21,100-199 GREENS,"(41.9489373, -76.51558229999999)"
2017-01-01,6B60,13000-13099,NORTHBOROUGH,Aggravated Assault,Apartment,2.0,12,13000-13099 NORTHBOROUGH,"(42.3195556, -71.6411997)"
2017-01-01,19G30,12900-12999,GREENWAY CHASE,Robbery,Residence or House,1.0,4,12900-12999 GREENWAY CHASE,"(29.7001154, -95.60953909999999)"
2017-01-01,18F30,6500-6599,WESTHEIMER,Theft,Miscellaneous Business (Non-Specific),1.0,18,6500-6599 WESTHEIMER,"(29.7380394, -95.4986454)"
2017-01-01,18F30,6400-6499,RICHMOND,Burglary,Convenience Store,1.0,23,6400-6499 RICHMOND,"(29.7322396, -95.4985107)"
2017-01-01,12D10,9700-9799,ALMEDA GENOA,Burglary,Private School,1.0,16,9700-9799 ALMEDA GENOA,"(29.6264679, -95.2434933)"
2017-01-01,10H80,5300-5399,INSTITUTE,Burglary,"Laundry, Dry Cleaners, Washaterias",1.0,8,5300-5399 INSTITUTE,"(39.1632723, -86.5197769)"
2017-01-01,18F30,800-899,BRIAR RIDGE,Rape,Residence or House,1.0,10,800-899 BRIAR RIDGE,"(29.7598334, -95.49530469999999)"
2017-01-01,18F30,6400-6499,WESTHEIMER,Burglary,Apartment,1.0,7,6400-6499 WESTHEIMER,"(29.7377515, -95.496372)"
2017-01-01,12D10,1200-1299,REDFORD,Robbery,Apartment Parking Lot,1.0,12,1200-1299 REDFORD,"(29.6446238, -95.24154949999999)"
2017-01-01,10H50,2600-2699,NAPOLEON,Robbery,"Hotel, Motel, Inn, Etc.",1.0,10,2600-2699 NAPOLEON,"(38.2188659, -85.69405599999999)"
2017-01-01,18F50,3800-3899,TANGLEWILDE,Theft,Bar or Night Club,1.0,20,3800-3899 TANGLEWILDE,"(29.72220459999999, -95.5364451)"
2017-01-01,18F30,6300-6399,BEVERLYHILL,Theft,Apartment,1.0,16,6300-6399 BEVERLYHILL,"(29.7309753, -95.49216709999999)"
2017-01-01,18F20,5200-5299,WESTHEIMER,Theft,Drug Store or Medical Supply,1.0,13,5200-5299 WESTHEIMER,"(29.7409101, -95.46770579999999)"
2017-01-02,14D30,8500-8599,MARTIN LUTHER KING,Aggravated Assault,"Road, Street, or Sidewalk",2.0,13,8500-8599 MARTIN LUTHER KING,"(29.6598884, -95.3371019)"
2017-01-02,14D30,6900-6999,MARTIN LUTHER KING,Robbery,Convenience Store,1.0,21,6900-6999 MARTIN LUTHER KING,"(39.7615528, -104.9078141)"
2017-01-02,14D30,5900-5999,SOUTHINGTON,AutoTheft,"Road, Street, or Sidewalk",1.0,7,5900-5999 SOUTHINGTON,"(29.680231, -95.3319044)"
2017-01-02,10H70,6100-6199,SH 288,Theft,Highway or Freeway,1.0,11,6100-6199 SH 288,"(35.873605, -85.7423807)"
2017-01-02,10H60,5200-5299,CALHOUN,AutoTheft,"Parks and Recreation, Zoo, Swimming Pool",1.0,14,5200-5299 CALHOUN,"(29.7106239, -95.3421969)"
2017-01-02,10H60,3700-3799,BLODGETT,AutoTheft,Service or Gas Station,1.0,11,3700-3799 BLODGETT,"(29.7168448, -95.3547194)"
2017-01-02,3B50,4700-4799,AIRLINE,Theft,Other Parking Lot,1.0,15,4700-4799 AIRLINE,"(29.9756431, -90.1816975)"
2017-01-02,3B50,4400-4499,NORTH,Theft,,1.0,15,4400-4499 NORTH,"(41.9052092, -87.9978536)"
2017-01-02,10H70,1400-1499,WICHITA,AutoTheft,Residence or House,1.0,10,1400-1499 WICHITA,"(35.1714904, -95.741506)"
2017-01-02,3B50,400-499,JULIA,Theft,Residence or House,1.0,15,400-499 JULIA,"(33.19942899999999, -92.63889689999999)"
2017-01-02,3B50,5300-5399,AIRLINE,Robbery,Specialty Store (Non-Specific),1.0,10,5300-5399 AIRLINE,"(29.97619, -90.18929229999999)"
2017-01-02,10H70,5200-5299,ALMEDA,Theft,Other Parking Lot,1.0,13,5200-5299 ALMEDA,"(29.7233267, -95.37931139999999)"
2017-01-02,2A40,1200-1299,SUMMER,Theft,Apartment Parking Lot,1.0,12,1200-1299 SUMMER,"(41.0610883, -73.541698)"
2017-01-02,10H70,1500-1599,TAUB LOOP,Theft,Hospital,1.0,17,1500-1599 TAUB LOOP,"(29.7125789, -95.3935849)"
2017-01-02,6B60,1500-1599,GEARS RD,AutoTheft,Vehicle/Auto Sales/Lease/Auto Parts Store,1.0,16,1500-1599 GEARS RD,"(29.94629819999999, -95.44466349999999)"
2017-01-02,4F10,10500-10599,KATY,Theft,Restaurant or Cafeteria Parking Lot,1.0,15,10500-10599 KATY,"(29.7857853, -95.8243956)"
2017-01-02,2A10,2600-2699,COCHRAN,Robbery,"Road, Street, or Sidewalk",1.0,20,2600-2699 COCHRAN,"(30.4193545, -95.475253)"
2017-01-02,14D30,6000-6099,BELARBOR,Aggravated Assault,Apartment Parking Lot,1.0,16,6000-6099 BELARBOR,"(29.6656851, -95.3236836)"
2017-01-02,4F20,2900-2999,CAMPBELL,Aggravated Assault,Residence or House,1.0,0,2900-2999 CAMPBELL,"(41.6845408, -86.6941983)"
2017-01-02,15E20,10800-10899,POST OAK,Robbery,Bus Stop,1.0,9,10800-10899 POST OAK,"(34.148219, -92.0102595)"
2017-01-02,15E20,5300-5399,GASMER,Theft,"Parks and Recreation, Zoo, Swimming Pool",1.0,16,5300-5399 GASMER,"(29.651494, -95.47153499999999)"
2017-01-02,15E30,3900-3999,OMEARA,Robbery,Apartment Parking Lot,1.0,22,3900-3999 OMEARA,"(29.6725454, -95.4373674)"
2017-01-02,2A50,3100-3199,MEMORIAL,Theft,"Road, Street, or Sidewalk",1.0,0,3100-3199 MEMORIAL,"(30.0173644, -99.1201294)"
2017-01-02,15E30,7400-7499,BROMPTON,Robbery,Apartment Parking Lot,1.0,23,7400-7499 BROMPTON,"(29.6991516, -95.42230649999999)"
2017-01-02,2A50,4900-4999,ROSE,Theft,Apartment Parking Lot,1.0,19,4900-4999 ROSE,"(33.3043248, -87.60725939999999)"
2017-01-02,2A50,6500-6599,MEMORIAL,Theft,"Parks and Recreation, Zoo, Swimming Pool",1.0,15,6500-6599 MEMORIAL,"(29.7643785, -95.4306297)"
2017-01-02,20G50,900-999,GESSNER,Theft,Department or Discount Store,1.0,17,900-999 GESSNER,"(29.78338, -95.545142)"
2017-01-02,20G50,11000-11099,KATY,Theft,Convenience Store Parking Lot,1.0,17,11000-11099 KATY,"(29.7857853, -95.8243956)"
2017-01-02,4F30,1100-1199,BRITTMOORE,Burglary,"Other, Unknown, or Not Listed",1.0,5,1100-1199 BRITTMOORE,"(29.788779, -95.570601)"
2017-01-02,4F20,9500-9599,KEMPWOOD,Burglary,Apartment,1.0,12,9500-9599 KEMPWOOD,"(30.3615857, -95.6207908)"
2017-01-02,4F20,3000-3099,GESSNER,Robbery,Restaurant or Cafeteria Parking Lot,1.0,22,3000-3099 GESSNER,"(29.8259633, -95.54521229999999)"
2017-01-02,2A50,4700-4799,NETT,Aggravated Assault,"Road, Street, or Sidewalk",1.0,2,4700-4799 NETT,"(29.772218, -95.40862600000001)"
2017-01-02,2A50,100-199,BIRDSALL,Theft,Apartment Parking Lot,4.0,8,100-199 BIRDSALL,"(42.524742, -75.5179115)"
2017-01-02,14D30,7300-7399,JUTLAND,Aggravated Assault,Residence or House,1.0,17,7300-7399 JUTLAND,"(34.2495281, -118.5164294)"
2017-01-02,14D40,11800-11899,MURR,Aggravated Assault,Residence or House,2.0,14,11800-11899 MURR,"(29.6326209, -95.349756)"
2017-01-02,14D40,5000-5099,ACRES,AutoTheft,Driveway,1.0,12,5000-5099 ACRES,"(40.5892384, -112.0086871)"
2017-01-02,10H50,3000-3099,BREMOND,Aggravated Assault,"Road, Street, or Sidewalk",1.0,15,3000-3099 BREMOND,"(29.7362056, -95.35738409999999)"
2017-01-02,10H50,3400-3499,BREMOND,Robbery,"Road, Street, or Sidewalk",1.0,18,3400-3499 BREMOND,"(29.734297, -95.3511698)"
2017-01-02,10H40,3300-3399,CAROLINE,Theft,"Road, Street, or Sidewalk",1.0,3,3300-3399 CAROLINE,"(37.6902514, -97.38150159999999)"
2017-01-02,10H40,1400-1499,MCILHENNY,Theft,"Road, Street, or Sidewalk",1.0,3,1400-1499 MCILHENNY,"(29.7444787, -95.36969979999999)"
2017-01-02,4F10,9700-9799,KATY,Theft,Strip Business Center Parking Lot,1.0,14,9700-9799 KATY,"(29.7833587, -95.53470259999999)"
2017-01-02,14D50,5800-5899,DAWN LIGHT,Theft,Driveway,1.0,12,5800-5899 DAWN LIGHT,"(29.6267474, -95.3313419)"
2017-01-02,10H40,1300-1399,BELFONTAINE,Theft,Apartment Parking Lot,1.0,20,1300-1399 BELFONTAINE,"(40.73184699999999, -84.0825502)"
2017-01-02,10H40,4200-4299,SAN JACINTO,Aggravated Assault,Other Parking Lot,1.0,15,4200-4299 SAN JACINTO,"(35.208291, -101.8842933)"
2017-01-02,15E10,5600-5699,GRAPE,Theft,Driveway,1.0,7,5600-5699 GRAPE,"(29.6857597, -95.48663189999999)"
2017-01-02,15E10,5600-5699,GRAPE,Burglary,Residence or House,1.0,9,5600-5699 GRAPE,"(29.6857597, -95.48663189999999)"
2017-01-02,2A50,7500-7599,PICNIC,Theft,"Parks and Recreation, Zoo, Swimming Pool",1.0,12,7500-7599 PICNIC,"(34.1794471, -114.2222622)"
2017-01-02,2A50,100-199,BIRDSALL,Theft,Apartment Parking Lot,1.0,7,100-199 BIRDSALL,"(42.524742, -75.5179115)"
2017-01-02,UNK,15000-15099,CINCO PARK,Theft,Commercial Parking Lot or Garage,1.0,16,15000-15099 CINCO PARK,"(29.7152197, -95.7395719)"
2017-01-02,15E10,5600-5699,GRAPE,Burglary,Residence or House,1.0,12,5600-5699 GRAPE,"(29.6857597, -95.48663189999999)"
2017-01-02,2A60,1100-1199,DURHAM,Theft,Department or Discount Store,1.0,18,1100-1199 DURHAM,"(35.6095719, -79.50405040000001)"
2017-01-02,20G80,14900-14999,RICHMOND,Aggravated Assault,Residence or House,1.0,9,14900-14999 RICHMOND,"(37.5407246, -77.4360481)"
2017-01-02,2A60,900-999,23RD,Theft,"Road, Street, or Sidewalk",1.0,8,900-999 23RD,"(34.9741773, -101.91992)"
2017-01-02,13D10,6100-6199,LOOP,Theft,Service or Gas Station,1.0,4,6100-6199 LOOP,"(31.5432971, -102.8988965)"
2017-01-02,13D10,2400-2499,WAYSIDE,Theft,Convenience Store,1.0,8,2400-2499 WAYSIDE,"(29.7148307, -95.3154962)"
2017-01-02,13D10,500-599,GULFGATE CENTER MALL,AutoTheft,Mall Parking Lot,1.0,18,500-599 GULFGATE CENTER MALL,"(29.6984677, -95.2954697)"
2017-01-02,4F30,12100-12199,KATY,AutoTheft,Commercial Building,1.0,14,12100-12199 KATY,"(29.7857853, -95.8243956)"
